;Ementa;Currículo;Disciplina;Turma;Nome da Disciplina;Horas  Aula;Vagas  Ofertadas;Vagas  Ocupadas;Alunos  Especiais;Saldo  Vagas;Pedidos  sem vaga;Horários;Professor;HorasAula;VagasOfertadas;VagasOcupadas;AlunosEspeciais;SaldoVagas;Pedidossem vaga
1250;;;DEF5897;3404;Adaptações Orgânicas ao Exercício A (PCC 18 horas)[Reservada Curso]*EDUCAÇÃO FÍSICA - Licenciatura;;;;;;;3.1330-2 / CDS-CDS5276.1330-2 / CDS-CDS527;Luiz Guilherme Antonacci Guglielmo;72.0;30.0;22.0;0.0;8;
1251;;;DEF5897;3444;Adaptações Orgânicas ao Exercício A (PCC 18 horas)[Reservada Curso]*EDUCAÇÃO FÍSICA - Bacharelado;;;;;;;3.0730-2 / CDS-CDS5276.0820-2 / CDS-CDS527;Ricardo Dantas de Lucas;72.0;30.0;16.0;0.0;14;
1252;;;DEF5898;3404;Biomecânica (PCC 18 horas)*EDUCAÇÃO FÍSICA - Licenciatura;;;;;;;3.1510-3 / CDS-CDS527;Gabriela Fischer;54.0;30.0;29.0;0.0;1;
1253;;;DEF5898;3444;Biomecânica (PCC 18 horas)*EDUCAÇÃO FÍSICA - Bacharelado;;;;;;;4.0730-3 / CDS-CDS527;Fernando Diefenthaeler;54.0;30.0;24.0;0.0;6;
1254;;;DEF5901;6404;Método Pilates I*EDUCAÇÃO FÍSICA - Licenciatura;;;;;;;2.1830-2 / CDS-CDS5244.1830-2 / CDS-CDS524;Iracema Soares de Sousa;72.0;30.0;29.0;0.0;1;
1255;;;DEF5903;5404;Teoria e Metodologia do Xadrez*EDUCAÇÃO FÍSICA - Licenciatura;;;;;;;2.1830-4 / CDS-SALA 4;Jaison José Bassani;72.0;16.0;14.0;0.0;2;
1256;;;DEF5910;6404;Cinesiologia*EDUCAÇÃO FÍSICA - Licenciatura;;;;;;;2.1420-4 / CDS-CDS520;Cintia de La Rocha FreitasFernando Diefenthaeler;72.0;30.0;23.0;0.0;7;
1257;;;DIR5012;1005;Metodologia da Pesquisa em Direito[Reservada Curso]*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ001;Orides Mezzaroba;36.0;47.0;47.0;0.0;LOTADA;
1258;;;DIR5012;1303;Metodologia da Pesquisa em Direito[Reservada Curso]*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ001;Orides Mezzaroba;36.0;46.0;44.0;0.0;2;
1259;;;DIR5102;1005;Teoria do Direito I[Reservada Curso]*DIREITO (noturno);;;;;;;4.1830-2 / CCJ-CCJ0015.1830-2 / CCJ-CCJ001;Jeanine Nicolazzi Philippi;72.0;47.0;47.0;0.0;LOTADA;
1260;;;DIR5102;1303;Teoria do Direito I[Reservada Curso]*DIREITO;;;;;;;4.0820-2 / CCJ-CCJ0015.1010-2 / CCJ-CCJ001;Jeanine Nicolazzi Philippi;72.0;46.0;45.0;0.0;1;1.0
1261;;;DIR5103;2005;Teoria do Direito II[Reservada Curso]*DIREITO (noturno);;;;;;;6.1830-2 / CCJ-CCJ002;Francisco Quintanilha Veras Neto;36.0;45.0;45.0;0.0;LOTADA;2.0
1262;;;DIR5103;2303;Teoria do Direito II[Reservada Curso]*DIREITO;;;;;;;6.1010-2 / CCJ-CCJ002;Paulo Roney Avila Fagundez;36.0;45.0;43.0;0.0;2;
1263;;;DIR5104;5005;Hermenêutica Jurídica*DIREITO (noturno);;;;;;;5.1830-2 / CCJ-CCJ006;Grazielly Alessandra Baggenstoss;36.0;45.0;45.0;0.0;LOTADA;2.0
1264;;;DIR5104;5303;Hermenêutica Jurídica*DIREITO;;;;;;;6.0820-2 / CCJ-CCJ006;Grazielly Alessandra Baggenstoss;36.0;45.0;45.0;0.0;LOTADA;1.0
1265;;;DIR5106;1005;História do Direito[Reservada Curso]*DIREITO (noturno);;;;;;;3.2020-2 / CCJ-CCJ0014.2020-2 / CCJ-CCJ001;Diego Nunes;72.0;48.0;48.0;0.0;LOTADA;1.0
1266;;;DIR5106;1303;História do Direito[Reservada Curso]*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ0013.1010-2 / CCJ-CCJ001;Diego Nunes;72.0;46.0;45.0;0.0;1;1.0
1267;;;DIR5112;4005;Teoria do Processo*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ0043.1830-2 / CCJ-CCJ004;Caetano Dias Corrêa;72.0;45.0;41.0;0.0;4;
1268;;;DIR5112;4303;Teoria do Processo*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ0043.0820-2 / CCJ-CCJ004;Eduardo de Avelar Lamy;72.0;45.0;45.0;0.0;LOTADA;
1269;;;DIR5116;1005;Teoria Política[Reservada Curso]*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ0013.1830-2 / CCJ-CCJ001;Reinaldo Pereira e Silva;72.0;46.0;46.0;0.0;LOTADA;
1270;;;DIR5116;1303;Teoria Política[Reservada Curso]*DIREITO;;;;;;;3.0820-2 / CCJ-CCJ0014.1010-2 / CCJ-CCJ001;Arno Dal Ri Junior;72.0;46.0;45.0;0.0;1;1.0
1271;;;DIR5118;1005;Antropologia Jurídica[Reservada Curso]*DIREITO (noturno);;;;;;;6.2020-2 / CCJ-CCJ001;Fernando Kinoshita;36.0;46.0;46.0;0.0;LOTADA;
1272;;;DIR5118;1303;Antropologia Jurídica[Reservada Curso]*DIREITO;;;;;;;6.0820-2 / CCJ-CCJ001;Fernando Kinoshita;36.0;46.0;45.0;0.0;1;
1273;;;DIR5121;2005;Teoria Constitucional[Reservada Curso]*DIREITO (noturno);;;;;;;3.2020-2 / CCJ-CCJ0025.1830-2 / CCJ-CCJ002;Samuel da Silva Mattos;72.0;45.0;41.0;0.0;4;
1274;;;DIR5121;2303;Teoria Constitucional[Reservada Curso]*DIREITO;;;;;;;3.0820-2 / CCJ-CCJ0026.0820-2 / CCJ-CCJ002;Samuel da Silva Mattos;72.0;45.0;43.0;0.0;2;
1275;;;DIR5126;2005;Sociologia do Direito[Reservada Curso]*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ0024.1830-2 / CCJ-CCJ002;Luana Renostro Heinen;72.0;45.0;42.0;0.0;3;
1276;;;DIR5126;2303;Sociologia do Direito[Reservada Curso]*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ0025.0820-2 / CCJ-CCJ002;Luana Renostro Heinen;72.0;45.0;45.0;0.0;LOTADA;
1277;;;DIR5131;3005;Criminologia[Reservada Curso]*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ0034.1830-2 / CCJ-CCJ003;Ledio Rosa de Andrade;72.0;45.0;44.0;0.0;1;
1278;;;DIR5131;3303;Criminologia[Reservada Curso]*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ1126.0820-2 / CCJ-CCJ112;Francisco Bissoli Filho;72.0;45.0;36.0;0.0;9;
1279;;;DIR5137;4005;Filosofia do Direito*DIREITO (noturno);;;;;;;3.2020-2 / CCJ-CCJ0044.2020-2 / CCJ-CCJ004;Ledio Rosa de Andrade;72.0;45.0;44.0;0.0;1;
1280;;;DIR5137;4303;Filosofia do Direito*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ0043.1010-2 / CCJ-CCJ004;Francisco Quintanilha Veras Neto;72.0;45.0;45.0;0.0;LOTADA;
1281;;;DIR5141;6005;Ética Profissional*DIREITO (noturno);;;;;;;6.2020-2 / CCJ-CCJ008;Grazielly Alessandra Baggenstoss;36.0;45.0;45.0;0.0;LOTADA;1.0
1282;;;DIR5141;6303;Ética Profissional*DIREITO;;;;;;;6.1010-2 / CCJ-CCJ008;Grazielly Alessandra Baggenstoss;36.0;45.0;45.0;0.0;LOTADA;2.0
1283;;;DIR5146;2005;Teoria das Relações Internacionais[Reservada Curso]*DIREITO (noturno);;;;;;;4.2020-2 / CCJ-CCJ002;Ricardo Soares Stersi dos Santos;36.0;45.0;45.0;0.0;LOTADA;1.0
1284;;;DIR5146;2303;Teoria das Relações Internacionais[Reservada Curso]*DIREITO;;;;;;;4.1010-2 / CCJ-CCJ002;Sandra Regina Leal;36.0;45.0;45.0;0.0;LOTADA;1.0
1285;;;DIR5176;6005;Negociação e Mediação*DIREITO (noturno);;;;;;;4.1830-2 / CCJ-CCJ008;Ricardo Soares Stersi dos Santos;36.0;45.0;45.0;0.0;LOTADA;4.0
1286;;;DIR5176;6303;Negociação e Mediação*DIREITO;;;;;;;5.1010-2 / CCJ-CCJ008;Ricardo Soares Stersi dos Santos;36.0;45.0;33.0;0.0;12;
1287;;;DIR5212;4005;Direito Civil - Obrigações*DIREITO (noturno);;;;;;;5.2020-2 / CCJ-CCJ0046.2020-2 / CCJ-CCJ004;Dóris Ghilardi;72.0;45.0;44.0;0.0;1;
1288;;;DIR5212;4303;Direito Civil - Obrigações*DIREITO;;;;;;;4.1010-2 / CCJ-CCJ0046.1010-2 / CCJ-CCJ004;Dóris Ghilardi;72.0;45.0;45.0;0.0;LOTADA;
1289;;;DIR5213;5005;Direito Civil - Contratos*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ0063.2020-2 / CCJ-CCJ006;Guilherme Henrique Lima Reinig;72.0;45.0;45.0;0.0;LOTADA;
1290;;;DIR5213;5303;Direito Civil - Contratos*DIREITO;;;;;;;3.1010-2 / CCJ-CCJ0064.0820-2 / CCJ-CCJ006;Guilherme Henrique Lima Reinig;72.0;45.0;38.0;0.0;7;
1291;;;DIR5215;6005;Direito Civil - Coisas*DIREITO (noturno);;;;;;;4.2020-2 / CCJ-CCJ0085.2020-2 / CCJ-CCJ008;Mikhail Vieira de Lorenzi Cancelier;72.0;45.0;45.0;0.0;LOTADA;
1292;;;DIR5215;6303;Direito Civil - Coisas*DIREITO;;;;;;;3.1010-2 / CCJ-CCJ0084.0820-2 / CCJ-CCJ008;Mikhail Vieira de Lorenzi Cancelier;72.0;45.0;38.0;0.0;7;
1293;;;DIR5217;7005;Direito Civil - Sucessões*DIREITO (noturno);;;;;;;6.1830-2 / CCJ-CCJ112;Renata Raupp Gomes;36.0;45.0;45.0;0.0;LOTADA;
1294;;;DIR5217;7303;Direito Civil - Sucessões*DIREITO;;;;;;;5.0820-2 / CCJ-CCJ003;Renata Raupp Gomes;36.0;45.0;45.0;0.0;LOTADA;2.0
1295;;;DIR5218;2005;Direito Civil - Parte Geral I[Reservada Curso]*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ0023.1830-2 / CCJ-CCJ002;Carolina Medeiros Bahia;72.0;45.0;45.0;0.0;LOTADA;1.0
1296;;;DIR5218;2303;Direito Civil - Parte Geral I[Reservada Curso]*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ0023.1010-2 / CCJ-CCJ002;Carolina Medeiros Bahia;72.0;45.0;44.0;0.0;1;
1297;;;DIR5219;3005;Direito Civil - Parte Geral II[Reservada Curso]*DIREITO (noturno);;;;;;;4.2020-2 / CCJ-CCJ0036.1830-2 / CCJ-CCJ003;Dóris Ghilardi;72.0;45.0;37.0;0.0;8;
1298;;;DIR5219;3303;Direito Civil - Parte Geral II[Reservada Curso]*DIREITO;;;;;;;4.1010-2 / CCJ-CCJ1125.1010-2 / CCJ-CCJ112;Guilherme Henrique Lima Reinig;72.0;45.0;38.0;0.0;7;
1299;;;DIR5220;7005;Direito Civil - Responsabilidade Civil*DIREITO (noturno);;;;;;;3.1830-2 / CCJ-CCJ1124.1830-2 / CCJ-CCJ112;Rafael Peteffi da Silva;72.0;45.0;45.0;0.0;LOTADA;4.0
1300;;;DIR5220;7303;Direito Civil - Responsabilidade Civil*DIREITO;;;;;;;3.0820-2 / CCJ-CCJ0034.0820-2 / CCJ-CCJ003;Rafael Peteffi da Silva;72.0;45.0;45.0;0.0;LOTADA;
1301;;;DIR5221;5005;Direito Civil - Família*DIREITO (noturno);;;;;;;4.1830-2 / CCJ-CCJ0065.2020-2 / CCJ-CCJ006;Renata Raupp Gomes;72.0;45.0;45.0;0.0;LOTADA;1.0
1302;;;DIR5221;5303;Direito Civil - Família*DIREITO;;;;;;;5.1010-2 / CCJ-CCJ0066.1010-2 / CCJ-CCJ006;Renata Raupp Gomes;72.0;45.0;42.0;0.0;3;
1303;;;DIR5305;6005;Direito do Trabalho I*DIREITO (noturno);;;;;;;5.1830-2 / CCJ-CCJ0086.1830-2 / CCJ-CCJ008;Juliana Wulfing;72.0;45.0;45.0;0.0;LOTADA;
1304;;;DIR5305;6303;Direito do Trabalho I*DIREITO;;;;;;;5.0820-2 / CCJ-CCJ0086.0820-2 / CCJ-CCJ008;Juliana Wulfing;72.0;45.0;41.0;0.0;4;
1305;;;DIR5306;7005;Direito do Trabalho II*DIREITO (noturno);;;;;;;5.1830-2 / CCJ-CCJ1126.2020-2 / CCJ-CCJ112;Professor Não Informado;72.0;45.0;43.0;0.0;2;
1306;;;DIR5306;7303;Direito do Trabalho II*DIREITO;;;;;;;5.1010-2 / CCJ-CCJ0036.1010-2 / CCJ-CCJ003;Professor Não Informado;72.0;45.0;43.0;0.0;2;
1307;;;DIR5405;9005;Direito Empresarial II*DIREITO (noturno);;;;;;;3.1830-2 / CCJ-CCJ2054.1830-2 / CCJ-CCJ205;Bráulio Cavalcanti Ferreira;72.0;45.0;43.0;0.0;2;
1308;;;DIR5405;9303;Direito Empresarial II*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ2053.1010-2 / CCJ-CCJ205;Bráulio Cavalcanti Ferreira;72.0;45.0;40.0;0.0;5;
1309;;;DIR5408;10005;Direito Empresarial III*DIREITO (noturno);;;;;;;3.1830-2 / CCJ-CCJ2064.1830-2 / CCJ-CCJ206;Orlando Celso da Silva Neto;72.0;45.0;45.0;0.0;LOTADA;
1310;;;DIR5408;10303;Direito Empresarial III*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ2063.0820-2 / CCJ-CCJ206;Bráulio Cavalcanti Ferreira;72.0;45.0;33.0;0.0;12;
1311;;;DIR5410;8005;Direito Empresarial I*DIREITO (noturno);;;;;;;4.2020-2 / CCJ-CCJ1135.2020-2 / CCJ-CCJ113;Bráulio Cavalcanti Ferreira;72.0;45.0;37.0;0.0;8;
1312;;;DIR5410;8303;Direito Empresarial I*DIREITO;;;;;;;3.1010-2 / CCJ-CCJ1136.0820-2 / CCJ-CCJ113;Orlando Celso da Silva Neto;72.0;45.0;45.0;0.0;LOTADA;2.0
1313;;;DIR5503;3005;Direito Constitucional I[Reservada Curso]*DIREITO (noturno);;;;;;;3.2020-2 / CCJ-CCJ0035.2020-2 / CCJ-CCJ003;Reinaldo Pereira e Silva;72.0;45.0;38.0;0.0;7;
1314;;;DIR5503;3303;Direito Constitucional I[Reservada Curso]*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ1125.0820-2 / CCJ-CCJ112;Joao dos Passos Martins Neto;72.0;45.0;39.0;0.0;6;
1315;;;DIR5504;4005;Direito Constitucional II*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ0044.1830-2 / CCJ-CCJ004;Cláudio Ladeira de Oliveira;72.0;45.0;38.0;0.0;7;
1316;;;DIR5504;4303;Direito Constitucional II*DIREITO;;;;;;;4.0820-2 / CCJ-CCJ0045.1010-2 / CCJ-CCJ004;Cláudio Ladeira de Oliveira;72.0;45.0;43.0;0.0;2;
1317;;;DIR5523;8005;Direito Administrativo I*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ1134.1830-2 / CCJ-CCJ113;José Sérgio da Silva Cristóvam;72.0;45.0;45.0;0.0;LOTADA;2.0
1318;;;DIR5523;8303;Direito Administrativo I*DIREITO;;;;;;;4.0820-2 / CCJ-CCJ1135.0820-2 / CCJ-CCJ113;Luiz Henrique Urquhart Cademartori;72.0;45.0;43.0;0.0;2;
1319;;;DIR5524;9005;Direito Administrativo II*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ2054.2020-2 / CCJ-CCJ205;José Sérgio da Silva Cristóvam;72.0;45.0;42.0;0.0;3;
1320;;;DIR5524;9303;Direito Administrativo II*DIREITO;;;;;;;3.0820-2 / CCJ-CCJ2054.1010-2 / CCJ-CCJ205;Luiz Henrique Urquhart Cademartori;72.0;45.0;40.0;0.0;5;
1321;;;DIR5533;9005;Direito Tributário I*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ2053.2020-2 / CCJ-CCJ205;Gilson Wessler Michels;72.0;45.0;45.0;0.0;LOTADA;
1322;;;DIR5533;9303;Direito Tributário I*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ2054.0820-2 / CCJ-CCJ205;Gilson Wessler Michels;72.0;45.0;45.0;0.0;LOTADA;
1323;;;DIR5534;10005;Direito Tributário II*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ2063.2020-2 / CCJ-CCJ206;Carlos Araujo Leonetti;72.0;45.0;45.0;0.0;LOTADA;1.0
1324;;;DIR5534;10303;Direito Tributário II*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ2063.1010-2 / CCJ-CCJ206;Gilson Wessler Michels;72.0;45.0;38.0;0.0;7;
1325;;;DIR5543;3005;Direito Internacional[Reservada Curso]*DIREITO (noturno);;;;;;;3.1830-2 / CCJ-CCJ0035.1830-2 / CCJ-CCJ003;Aline Beltrame de Moura;72.0;45.0;37.0;0.0;8;
1326;;;DIR5543;3303;Direito Internacional[Reservada Curso]*DIREITO;;;;;;;3.1010-2 / CCJ-CCJ1124.0820-2 / CCJ-CCJ112;Arno Dal Ri Junior;72.0;45.0;39.0;0.0;6;
1327;;;DIR5556;2319;Direito da Criança e do Adolescente*PSICOLOGIA;;;;;;;2.1330-2 / CCJ-CCJ112;Josiane Rose Petry Veronese;36.0;45.0;45.0;0.0;LOTADA;1.0
1328;;;DIR5558;8005;Direito Ambiental*DIREITO (noturno);;;;;;;3.1830-2 / CCJ-CCJ113;Jose Rubens Morato Leite;36.0;45.0;45.0;0.0;LOTADA;
1329;;;DIR5558;8303;Direito Ambiental*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ113;Jose Rubens Morato Leite;36.0;45.0;45.0;0.0;LOTADA;5.0
1330;;;DIR5605;2005;Direito Penal I[Reservada Curso]*DIREITO (noturno);;;;;;;5.2020-2 / CCJ-CCJ0026.2020-2 / CCJ-CCJ002;Cláudio Macedo de Souza;72.0;45.0;45.0;0.0;LOTADA;
1331;;;DIR5605;2303;Direito Penal I[Reservada Curso]*DIREITO;;;;;;;4.0820-2 / CCJ-CCJ0025.1010-2 / CCJ-CCJ002;Cláudio Macedo de Souza;72.0;45.0;43.0;0.0;2;
1332;;;DIR5606;3005;Direito Penal II[Reservada Curso]*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ0036.2020-2 / CCJ-CCJ003;Francisco Bissoli Filho;72.0;45.0;34.0;0.0;11;
1333;;;DIR5606;3303;Direito Penal II[Reservada Curso]*DIREITO;;;;;;;3.0820-2 / CCJ-CCJ1126.1010-2 / CCJ-CCJ112;Professor Não Informado;72.0;45.0;36.0;0.0;9;
1334;;;DIR5607;4005;Direito Penal III*DIREITO (noturno);;;;;;;5.1830-2 / CCJ-CCJ0046.1830-2 / CCJ-CCJ004;Cláudio Macedo de Souza;72.0;45.0;39.0;0.0;6;
1335;;;DIR5607;4303;Direito Penal III*DIREITO;;;;;;;5.0820-2 / CCJ-CCJ0046.0820-2 / CCJ-CCJ004;Professor Não Informado;72.0;45.0;45.0;0.0;LOTADA;
1336;;;DIR5608;5005;Direito Penal IV*DIREITO (noturno);;;;;;;4.2020-2 / CCJ-CCJ0066.1830-2 / CCJ-CCJ006;Professor Não Informado;72.0;45.0;39.0;0.0;6;
1337;;;DIR5608;5303;Direito Penal IV*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ0064.1010-2 / CCJ-CCJ006;Professor Não Informado;72.0;45.0;39.0;0.0;6;
1338;;;DIR5611;9005;Direito e Política na União Européia*DIREITO (noturno);;;;;;;3.1010-2 / CCJ-CCJ111;Aline Beltrame de Moura;36.0;25.0;21.0;0.0;4;
1339;;;DIR5709;5005;Processo Civil I*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ0063.1830-2 / CCJ-CCJ006;Eduardo de Avelar Lamy;72.0;45.0;45.0;0.0;LOTADA;
1340;;;DIR5709;5303;Processo Civil I*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ0063.0820-2 / CCJ-CCJ006;Francisco José Rodrigues de Oliveira Neto;72.0;45.0;40.0;0.0;5;
1341;;;DIR5710;6005;Processo Civil II*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ0083.2020-2 / CCJ-CCJ008;Pedro Miranda de Oliveira;72.0;45.0;45.0;0.0;LOTADA;
1342;;;DIR5710;6303;Processo Civil II*DIREITO;;;;;;;2.0820-2 / CCJ-CCJ0083.0820-2 / CCJ-CCJ008;Pedro Miranda de Oliveira;72.0;45.0;39.0;0.0;6;
1343;;;DIR5711;7005;Processo Civil III*DIREITO (noturno);;;;;;;3.2020-2 / CCJ-CCJ1125.2020-2 / CCJ-CCJ112;Marcus Vinicius Motter Borges;72.0;45.0;45.0;0.0;LOTADA;3.0
1344;;;DIR5711;7303;Processo Civil III*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ0033.1010-2 / CCJ-CCJ003;Francisco José Rodrigues de Oliveira Neto;72.0;45.0;45.0;0.0;LOTADA;
1345;;;DIR5712;8005;Processo Civil IV*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ1133.2020-2 / CCJ-CCJ113;Eduardo de Mello e Souza;72.0;45.0;42.0;0.0;3;
1346;;;DIR5712;8303;Processo Civil IV*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ1133.0820-2 / CCJ-CCJ113;Marcus Vinicius Motter Borges;72.0;45.0;43.0;0.0;2;
1347;;;DIR5724;6005;Processo Penal I*DIREITO (noturno);;;;;;;2.1830-2 / CCJ-CCJ0083.1830-2 / CCJ-CCJ008;Matheus Felipe de Castro;72.0;45.0;45.0;0.0;LOTADA;
1348;;;DIR5724;6303;Processo Penal I*DIREITO;;;;;;;2.1010-2 / CCJ-CCJ0084.1010-2 / CCJ-CCJ008;Matheus Felipe de Castro;72.0;45.0;38.0;0.0;7;
1349;;;DIR5725;7005;Processo Penal II*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ1124.2020-2 / CCJ-CCJ112;Alexandre Morais da Rosa;72.0;45.0;45.0;0.0;LOTADA;3.0
1350;;;DIR5725;7303;Processo Penal II*DIREITO;;;;;;;4.1010-2 / CCJ-CCJ0036.0820-2 / CCJ-CCJ003;Alexandre Morais da Rosa;72.0;45.0;45.0;0.0;LOTADA;1.0
1351;;;DIR5732;08005;Processo do Trabalho*DIREITO (noturno);;;;;;;5.1830-2 / CCJ-CCJ1136.1830-2 / CCJ-CCJ113;Eduardo Antonio Temponi Lebre;72.0;45.0;42.0;0.0;3;
1352;;;DIR5732;08303;Processo do Trabalho*DIREITO;;;;;;;4.1010-2 / CCJ-CCJ1135.1010-2 / CCJ-CCJ113;Eduardo Antonio Temponi Lebre;72.0;45.0;42.0;0.0;3;
1353;;;DIR5742;10005;Processo Administrativo*DIREITO (noturno);;;;;;;4.2020-2 / CCJ-CCJ206;Pedro de Menezes Niebuhr;36.0;45.0;45.0;0.0;LOTADA;
1354;;;DIR5742;10303;Processo Administrativo*DIREITO;;;;;;;4.0820-2 / CCJ-CCJ206;Pedro de Menezes Niebuhr;36.0;45.0;41.0;0.0;4;
1355;;;DIR5746;10005;Processo Constitucional*DIREITO (noturno);;;;;;;2.2020-2 / CCJ-CCJ206;Eduardo de Mello e Souza;36.0;45.0;45.0;0.0;LOTADA;
1356;;;DIR5746;10303;Processo Constitucional*DIREITO;;;;;;;4.1010-2 / CCJ-CCJ206;Caetano Dias Corrêa;36.0;45.0;29.0;0.0;16;
1357;;;DIR5859;07005A;Prática Jurídica I[Reservada Curso]*DIREITO (noturno);;;;;;;5.0730-5 / AUX-ALOCAR;Cristina Mendes Bertoncini CorreaAline Beltrame de Moura;90.0;0.0;0.0;0.0;LOTADA;
1358;;;DIR5859;07005B;Prática Jurídica I[Reservada Curso]*DIREITO (noturno);;;;;;;5.0730-5 / AUX-ALOCAR;Aline Beltrame de MouraMaria Raquel Duarte;90.0;0.0;0.0;0.0;LOTADA;
1359;;;DIR5859;07005C;Prática Jurídica I[Reservada Curso]*DIREITO (noturno);;;;;;;5.0730-5 / AUX-ALOCAR;Aline Beltrame de MouraMikhail Vieira de Lorenzi Cancelier;90.0;0.0;0.0;0.0;LOTADA;
1360;;;DIR5859;07005D;Prática Jurídica I[Reservada Curso]*DIREITO (noturno);;;;;;;5.0730-5 / AUX-ALOCAR;Iôni Heiderscheidt NunesAline Beltrame de Moura;90.0;0.0;0.0;0.0;LOTADA;
1361;;;DIR5859;07005U;Prática Jurídica I[Reservada Curso]*DIREITO (noturno);;;;;;;5.0730-5 / CCJ-EMAJ07;Professor Não Informado;90.0;45.0;40.0;0.0;5;
1362;;;DIR5859;07303A;Prática Jurídica I[Reservada Curso]*DIREITO;;;;;;;5.1330-5 / AUX-ALOCAR;Cristina Mendes Bertoncini CorreaRicardo Soares Stersi dos Santos;90.0;0.0;0.0;0.0;LOTADA;1.0
1363;;;DIR5859;07303B;Prática Jurídica I[Reservada Curso]*DIREITO;;;;;;;5.1330-5 / AUX-ALOCAR;Ricardo Soares Stersi dos Santos;90.0;0.0;0.0;0.0;LOTADA;
1364;;;DIR5859;07303C;Prática Jurídica I[Reservada Curso]*DIREITO;;;;;;;5.1330-5 / AUX-ALOCAR;Patrícia Toledo de Campos CichockiRicardo Soares Stersi dos Santos;90.0;0.0;0.0;0.0;LOTADA;
1365;;;DIR5859;07303D;Prática Jurídica I[Reservada Curso]*DIREITO;;;;;;;5.1330-5 / AUX-ALOCAR;Ricardo Soares Stersi dos SantosIôni Heiderscheidt Nunes;90.0;0.0;0.0;0.0;LOTADA;
1366;;;DIR5859;07303U;Prática Jurídica I[Reservada Curso]*DIREITO;;;;;;;5.1330-5 / CCJ-EMAJ07;Professor Não Informado;90.0;45.0;45.0;0.0;LOTADA;
1367;;;DIR5860;08005A;Prática Jurídica II[Reservada Curso]*DIREITO (noturno);;;;;;;4.0730-5 / AUX-ALOCAR;Professor Não Informado;90.0;0.0;0.0;0.0;LOTADA;1.0
1368;;;DIR5860;08005B;Prática Jurídica II*DIREITO (noturno);;;;;;;4.0730-5 / AUX-ALOCAR;Maria Raquel Duarte;90.0;0.0;0.0;0.0;LOTADA;
1369;;;DIR5860;08005C;Prática Jurídica II*DIREITO (noturno);;;;;;;4.0730-5 / AUX-ALOCAR;Iôni Heiderscheidt Nunes;90.0;0.0;0.0;0.0;LOTADA;1.0
1370;;;DIR5860;08005D;Prática Jurídica II[Reservada Curso]*DIREITO (noturno);;;;;;;4.0730-5 / AUX-ALOCAR;Maria Tereza Ferrabule Ribeiro;90.0;0.0;0.0;0.0;LOTADA;
1371;;;DIR5860;08005U;Prática Jurídica II[Reservada Curso]*DIREITO (noturno);;;;;;;4.0730-5 / CCJ-EMAJ08;Professor Não Informado;90.0;45.0;33.0;0.0;12;
1372;;;DIR5860;08303A;Prática Jurídica II[Reservada Curso]*DIREITO;;;;;;;4.1330-5 / AUX-ALOCAR;Professor Não Informado;90.0;0.0;0.0;0.0;LOTADA;1.0
1373;;;DIR5860;08303B;Prática Jurídica II[Reservada Curso]*DIREITO;;;;;;;4.1330-5 / AUX-ALOCAR;Maria Raquel Duarte;90.0;0.0;0.0;0.0;LOTADA;
1374;;;DIR5860;08303C;Prática Jurídica II[Reservada Curso]*DIREITO;;;;;;;4.1330-5 / AUX-ALOCAR;Samuel da Silva Mattos;90.0;0.0;0.0;0.0;LOTADA;
